2.300262451171875000e-03 -2.989200000004021973e-03 -4.746200000003586439e-03 4.461991999999941338e-01 -4.985159999999955183e-02
5.768537521362304688e-03 1.709499999999541942e-02 1.313899999999845747e-02 4.686289999999917466e-01 -3.416540000000911625e-02
1.411795616149902344e-02 4.626840000000020936e-02 3.556880000000317565e-02 5.000013999999939340e-01 -2.793000000006928829e-03
1.553654670715332031e-02 -4.095860000001261270e-02 2.208159999998882128e-02 4.731735999999944209e-01 -3.196640000000461335e-02
3.055453300476074219e-02 3.952479999999303217e-02 5.785199999999290910e-02 5.089439999999914033e-01 -7.337600000009603107e-03
3.854870796203613281e-02 -5.224680000000825331e-02 -5.840180000000261273e-02 3.992872000000022847e-01 -1.035072000000056835e-01
3.854870796203613281e-02 6.415359999999514784e-02 5.785199999999290910e-02 5.133419999999933037e-01 8.348599999995043319e-03
5.453991889953613281e-02 1.944059999999359079e-02 -5.620280000000521525e-02 4.127743999999953228e-01 -8.562200000000363964e-02
6.253337860107421875e-02 3.058219999999556293e-02 6.239659999999558337e-02 5.022003999999913315e-01 -4.992000000004326310e-03
7.054591178894042969e-02 3.754399999988944359e-03 1.997399999996485320e-03 4.618853999999987803e-01 -3.196640000000461335e-02
7.852053642272949219e-02 2.838319999999816545e-02 3.322319999999079343e-02 4.887131999999982934e-01 -9.536600000007000588e-03
7.852053642272949219e-02 6.195459999999775036e-02 3.776779999999346771e-02 5.000013999999939340e-01 -2.793000000006928829e-03
9.450960159301757812e-02 4.172379999999753508e-02 3.776779999999346771e-02 4.843151999999963930e-01 -1.408120000000967487e-02
9.450960159301757812e-02 6.415359999999514784e-02 7.573719999999495300e-02 5.200855999999933754e-01 2.183579999999518684e-02
1.105012893676757812e-01 4.626840000000020936e-02 2.428059999999332419e-02 4.708279999999962495e-01 -2.522280000001164701e-02
1.184952259063720703e-01 5.960899999999247356e-02 6.239659999999558337e-02 5.089439999999914033e-01 6.149599999997645838e-03
1.184952259063720703e-01 2.603759999999288866e-02 2.647959999999782710e-02 4.775715999999963213e-01 -2.522280000001164701e-02
1.344830989837646484e-01 4.846739999999050141e-02 4.671039999999093695e-02 5.043993999999958344e-01 -2.793000000006928829e-03
1.424777507781982422e-01 3.058219999999556293e-02 2.882519999998889304e-02 4.731735999999944209e-01 -3.856340000000391122e-02
1.505122184753417969e-01 6.195459999999775036e-02 6.459559999999298086e-02 5.000013999999939340e-01 3.950599999993142930e-03
1.505122184753417969e-01 3.058219999999556293e-02 2.647959999999782710e-02 4.843151999999963930e-01 -2.522280000001164701e-02
1.664774417877197266e-01 6.855159999999704823e-02 6.239659999999558337e-02 5.089439999999914033e-01 1.289319999999061217e-02
1.744587421417236328e-01 5.953399999993447267e-03 2.882519999998889304e-02 4.753725999999918184e-01 -3.196640000000461335e-02
1.744587421417236328e-01 5.301199999999317569e-02 6.005099999999741200e-02 5.065984000000003373e-01 3.950599999993142930e-03
1.904482841491699219e-01 -5.188200000008524881e-03 3.102419999999339595e-02 4.731735999999944209e-01 -2.742180000000193907e-02
1.984767913818359375e-01 7.089719999999521960e-02 5.110839999999283734e-02 4.976557999999957627e-01 -4.992000000004326310e-03
2.064363956451416016e-01 -5.188200000008524881e-03 1.313899999999845747e-02 4.574873999999897745e-01 -3.856340000000391122e-02
2.064363956451416016e-01 6.195459999999775036e-02 5.785199999999290910e-02 5.022003999999913315e-01 -2.793000000006928829e-03
2.224295139312744141e-01 -3.436160000000620940e-02 -3.482000000016860497e-04 4.350575999999921617e-01 -4.310800000000658549e-02
2.224295139312744141e-01 7.089719999999521960e-02 6.005099999999741200e-02 5.089439999999914033e-01 1.054759999999244080e-02
2.384200096130371094e-01 1.709499999999541942e-02 6.395399999998385709e-03 4.461991999999941338e-01 -5.879420000000412649e-02
2.464241981506347656e-01 4.406939999999570645e-02 4.671039999999093695e-02 5.000013999999939340e-01 -4.992000000004326310e-03
2.544059753417968750e-01 1.489599999999091651e-02 -6.968999999999825334e-02 3.948891999999932789e-01 -9.001999999999843460e-02
2.623970508575439453e-01 4.406939999999570645e-02 5.565299999998840619e-02 5.089439999999914033e-01 1.604999999994971560e-03
2.704010009765625000e-01 5.066639999999500432e-02 2.882519999998889304e-02 4.372565999999895592e-01 -5.644859999999884970e-02
2.783887386322021484e-01 1.709499999999541942e-02 4.216579999999536810e-02 4.843151999999963930e-01 -1.628020000000707235e-02
2.864050865173339844e-01 5.960899999999247356e-02 3.556880000000317565e-02 4.954567999999983652e-01 -1.035072000000056835e-01
2.864050865173339844e-01 2.603759999999288866e-02 5.110839999999283734e-02 4.976557999999957627e-01 -4.992000000004326310e-03
2.944121360778808594e-01 5.960899999999247356e-02 4.451140000000064489e-02 5.022003999999913315e-01 -5.940000000024259208e-04
3.063070774078369141e-01 -7.672900000000248966e-02 -8.757520000000029725e-02 3.768573999999975666e-01 -1.213924000000077275e-01
3.086130619049072266e-01 3.754399999988944359e-03 8.594399999995783190e-03 4.552883999999923770e-01 -4.310800000000658549e-02
3.106274604797363281e-01 1.489599999999091651e-02 2.428059999999332419e-02 4.708279999999962495e-01 -2.962079999999933655e-02
3.186266422271728516e-01 5.960899999999247356e-02 5.565299999998840619e-02 5.089439999999914033e-01 1.289319999999061217e-02
3.186266422271728516e-01 2.838319999999816545e-02 2.208159999998882128e-02 4.731735999999944209e-01 -2.302380000000714411e-02
3.346164226531982422e-01 4.626840000000020936e-02 4.451140000000064489e-02 4.932577999999938623e-01 -5.940000000024259208e-04
3.426268100738525391e-01 2.838319999999816545e-02 2.882519999998889304e-02 4.775715999999963213e-01 -2.522280000001164701e-02
3.426268100738525391e-01 5.960899999999247356e-02 6.005099999999741200e-02 5.065984000000003373e-01 1.729119999999961799e-02
3.586006164550781250e-01 2.383859999999549117e-02 2.428059999999332419e-02 4.664299999999943491e-01 -2.962079999999933655e-02
3.665955066680908203e-01 5.960899999999247356e-02 6.679459999999037834e-02 5.089439999999914033e-01 6.149599999997645838e-03
3.745942115783691406e-01 2.163959999999098827e-02 2.647959999999782710e-02 4.731735999999944209e-01 -2.742180000000193907e-02
3.825850486755371094e-01 6.195459999999775036e-02 6.459559999999298086e-02 5.111429999999959062e-01 1.509219999999511508e-02
3.825850486755371094e-01 -8.567160000000706432e-02 -1.054604000000023412e-01 3.567731999999910197e-01 -1.438222000000053402e-01
3.985764980316162109e-01 3.754399999988944359e-03 1.093999999999395456e-02 4.618853999999987803e-01 -4.310800000000658549e-02
3.985764980316162109e-01 -7.672900000000248966e-02 -9.431880000000747444e-02 3.702603999999982687e-01 -1.347329999999999917e-01
4.145622253417968750e-01 -2.761800000000613764e-02 -3.157400000000309959e-02 4.149733999999998257e-01 -8.342299999999913673e-02
4.225575923919677734e-01 -8.567160000000706432e-02 -1.009158000000067723e-01 3.523751999999962248e-01 -1.438222000000053402e-01
4.225575923919677734e-01 3.512679999999823721e-02 3.322319999999079343e-02 4.775715999999963213e-01 -1.847919999999736440e-02
4.385488033294677734e-01 -7.672900000000248966e-02 -1.032614000000049437e-01 3.567731999999910197e-01 -1.347329999999999917e-01
4.465403556823730469e-01 3.278119999999296041e-02 2.882519999998889304e-02 4.843151999999963930e-01 -2.522280000001164701e-02
4.545538425445556641e-01 -5.188200000008524881e-03 -6.074740000000078410e-02 3.903445999999977101e-01 -8.107740000000096536e-02
